company_name,ticker,first_trade_date
C S G Sys Intl,CSGS,825517800
Oatly Group Ab ADR,OTLY,1621517400
Heartland Media Acquisition Corp Cl A,HMA,1647264600
Kuke Music Holding Ltd ADR,KUKE,1610461800
Principal Healthcare Innovators Index,BTEC,1471872600
Inventrust Pptys Corp,IVT,1393511400
GX S&P 500 Catholic Values ETF,CATH,1461677400
Alphabet Cl C,GOOG,1092922200
Nauticus Robotics Inc,KITT,1628083800
Mid Penn Bancorp Inc,MPB,881245800
Coastal Financial Corp,CCB,1532007000
Lci Industries,LCII,486221400
Atlantic Coastal Acquisition Corp II Cl,ACAB,1646836200
Guardion Health Sciences Inc,GHSI,1554471000
Linkbancorp Inc,LNKB,1663162200
Twin Ridge Capital Acquisition Corp Cl A,TRCA,1619443800
Helix Energy Solutions Group,HLX,867763800
Costco Wholesale,COST,521299800
Municipal CEF Income Opportunity ETF FT,MFLX,1475155800
Reshape Lifesciences Inc,RSLS,1475760600
Digital Realty Trust,DLR,1099056600
Lincoln National Corp,LNC,322151400
Invitation Homes Inc,INVH,1485959400
Alphavest Acquisition Corp,ATMV,1674657000
Constellation Brands Inc,STZ,700842600
El Pollo Loco,LOCO,1406295000
Western Asset Muni Partners Fund,MNP,727713000
Charter Communications Inc,CHTR,1262701800
Victory US Smallcap Vol Wtd ETF,CSA,1436362200
Reunion Neuroscience Inc,REUN,1602250200
Scion Tech Growth II Cl A,SCOB,1617715800
Tredegar Corp,TG,615648600
Integral Ad Science Holding Corp,IAS,1625059800
Halozyme Therapeutic,HALO,1079447400
Steel Dynamics Inc,STLD,848673000
Atlantic Coastal Acquisition Corp Cl A,ACAH,1619616600
Becton Dickinson & Co.,BDXB,1590067800
Tenaris S.A. ADR,TS,1040049000
Eqt Corp,EQT,322151400
Principal Financial Group Inc,PFG,1003843800
D.R. Horton,DHI,707751000
Ypf Sociedad Anonima ADR,YPF,741360600
Electrocore Inc,ECOR,1529674200
ANI Pharma Inc,ANIP,957533400
Canadian Imperial Bank of Commerce,CM,879431400
Meta Materials Inc,MMAT,1289226600
Silvergate Capital Corp Cl A,SI,1573137000
Enova International Inc,ENVA,1415889000
Entergy Mississippi Inc 4.9% Bonds,EMP,946909800
Jackson Financial Inc Cl A,JXN,1630503000
Ranpak Holdings Corp,PACK,1520947800
Axs China Internet -1X ETF,SWEB,1651498200
Universal Forest Prd,UFPI,752941800
Life Storage,LSI,803741400
Watsco Inc,WSO,455463000
Simulations Plus Inc,SLP,866640600
Maximus Inc,MMS,866208600
Fintech Evolution Acquisition Group Cl A,FTEV,1619098200
Acacia Res-Acacia,ACTG,1040049000
Natl Instruments Cor,NATI,795191400
Gentherm Inc,THRM,739719000
Histogen Inc,HSTO,1374759000
Astri Therapeutics Inc,ATXS,1435239000
Cenaq Energy Corp Cl A,CENQ,1633354200
Virtra Systems Inc,VTSI,1348579800
Seastar Medical Hldg Corp,ICU,1616074200
Trip.com Group Ltd ADR,TCOM,1070980200
Energy Focus Inc,EFOI,777216600
Permian Resources Corp,PR,1460727000
Dxp Enterprise,DXPE,894547800
Harborone Bancorp Inc,HONE,1467293400
Amkor Technology,AMKR,894029400
All Country Asia Ex Japan Ishares MSCI,AAXJ,1218807000
Kimco Realty Corp,KIM,690820200
Cerecor Inc,AVTX,1444829400
Medical Properties Trust,MPW,1120829400
Citi Trends Inc,CTRN,1116423000
Valneva Se ADR,VALN,1620221400
South Jersey Industries Inc,SJIV,1616074200
Advanced Health Intelligence Ltd ADR,AHI,1637332200
Enphys Acquisition Corp Cl A,NFYS,1638282600
Ix Acquisition Corp Cl A,IXAQ,1638282600
Tandy Leather Fctry,TLF,749136600
Rex American Resources Corp,REX,458919000
Ecopetrol S.A. ADR,EC,1221744600
Global Industrial Co.,GIC,804259800
Zurn Elkay Water Solutions Corp,ZWS,1333027800
Latch Inc,LTCH,1609425000
Magyar Bancorp Inc,MGYR,1138113000
Madrigal Pharmaceuticals Inc,MDGL,1170772200
Invesco Developed Ex-US ETF,ISDX,1536931800
Alliant Energy Corp,LNT,99153000
Macatawa Bank Corp,MCBC,895671000
Napco Sec Tech Inc,NSSC,378484200
Bio-Techne Cp,TECH,603037800
Short-Term Infl Protected Vanguard,VTIP,1350394200
Nuveen California Tax-Free Income,NXC,708960600
Journey Medical Corp,DERM,1636727400
Park Electrochemical Corp,PKE,322151400
York Water Company,YORW,925738200
Oceantech Acquisitions I Corp Cl A,OTEC,1626874200
Tlg Acquisition One Corp Cl A,TLGA,1616419800
Bellring Brands Inc Cl A,BRBR,1571405400
Paltalk Inc,PALT,1162477800
Makemytrip Ltd,MMYT,1281619800
Carnival Corp,CCL,554131800
Burtech Acquisition Corp Cl A,BRKH,1643639400
Veracyte Inc,VCYT,1383139800
Optimizerx Corp,OPRX,1196260200
Comstock Resources,CRK,557155800
Mesa Royalty Trust,MTR,308842200
LGI Homes Inc,LGIH,1383834600
Paycor Hcm Inc,PYCR,1626874200
Worldwide Webb Acquisition Corp Cl A,WWAC,1639751400
Mainz Biomed N.V.,MYNZ,1636119000
Tradeup Acquisition Corp,UPTD,1631626200
Icad Inc,ICAD,471796200
Essa Pharma,EPIX,1426253400
Mitek Systems Inc,MITK,599841000
Putnam Master Intermediate Income,PIM,577459800
First Seacoast Bancorp Inc,FSEA,1563370200
Invesco Muni Income Trust,OIA,590679000
Harmony Biosciences Holdings Inc,HRMY,1597843800
Sysco Corp,SYY,105715800
Brasilagro ADR,LND,1337088600
Russell 1000 Vanguard,VONE,1285162200
Global Partners LP,GLP,1128000600
Air T Inc,AIRT,451665000
Nova Vision Acquisition Corp,NOVV,1633095000
North American Construction Group Ltd,NOA,1164205800
Gladstone Investment,GAIN,1119533400
Arcbest Corp,ARCB,705763800
Boeing Company,BA,-252322200
Frontline Plc,FRO,997104600
Independence Contract Drilling Inc,ICD,1407504600
Urstadt Biddle Properties Inc,UBP,322151400
Ocular Therapeut,OCUL,1406295000
A.K.A. Brands Holding Corp,AKA,1632317400
Tscan Therapeutics Inc,TCRX,1626442200
Putnam Managed Muni Income Trust,PMM,603729000
Arlington Asset Investment Corp 6.000%,AAIN,1626701400
Xpac Acquisition Corp Cl A,XPAX,1632749400
Norfolk Southern Corp,NSC,391872600
Doubledown Interactive ADR,DDI,1630416600
Frontier Group Holdings Inc,ULCC,1617283800
Healthcare TR Inc,HTIA,1575901800
Companhia Paranaense DE Energia [Copel],ELP,896880600
Accretion Acquisition Corp,ENER,1638455400
I-Mab ADR,IMAB,1579271400
Niu Technologies ADR,NIU,1539955800
Opgen Inc,OPGN,1430832600
Ishares ESG Advanced MSCI EAFE ETF,DMXF,1592487000
Clearbridge Energy MLP Fund Inc,CEM,1277472600
Wells Fargo & Company,WFC,76253400
Emerging Markets Horizon Corp Cl A,HORI,1644244200
CNA Financial Corp,CNA,99153000
Meridian Bank,MRBK,1510065000
Barnes Group,B,322151400
Wesbanco Inc,WSBC,547479000
Nutanix Inc,NTNX,1475242200
Tivic Health Systems Inc,TIVC,1636641000
Fortune Rise Acquisition Corp Cl A,FRLA,1640615400
Arrival,ARVL,1580740200
Gentex Corp,GNTX,377879400
Center Coast MLP & Infrastructure,CEN,1380202200
Independent Bk Cp,IBCP,494688600
Seelos Therapeutics Inc,SEEL,924528600
Legend Biotech Corp ADR,LEGN,1591363800
Madison Square Garden Sports Corp,MSGS,1442496600
Alx Oncology Holdings Inc,ALXO,1594992600
Limbach Holdings Inc,LMB,1407504600
Deutsche Bank Ag,DB,848327400
Seacor Marine Holdings Inc,SMHI,1496410200
Tower Semiconductor,TSEM,783178200
Caretrust REIT Inc,CTRE,1401370200
Sempra,SRE,899127000
Transcat Inc,TRNS,250180200
Guidewire Software Inc,GWRE,1327501800
Valkyrie Bitcoin Strategy ETF,BTF,1634909400
Blackrock Municipal Target Term,BTT,1346333400
Largecap Core Alphadex Fund FT,FEX,1178803800
Logan Ridge Finance Corp,LRFC,1380029400
CS X-Links Gold Share,GLDI,1359469800
Mobiquity Technologies Inc,MOBQ,1178026200
Richardson Electrncs,RELL,436195800
Invesco High Yield Bond Factor ETF,IHYF,1607351400
Globant S.A.,GLOB,1405690200
Adeia Inc,ADEA,1069338600
Funko Inc Cl A,FNKO,1509629400
Axcella Health Inc,AXLA,1557408600
Bitfarms Ltd,BITF,1565962200
Duolingo Inc Cl A,DUOL,1627479000
Beam Global,BEEM,1272893400
Old Dominion Freight Line Inc,ODFL,688311000
Agilent Technologies,A,942935400
Cyxtera Technologies Inc,CYXT,1604327400
Homestreet Inc,HMST,1328884200
Independent Bank Group,IBTX,1365082200
CRH Plc ADR,CRH,616339800
Stifel Financial Corp,SF,427469400
Davidstea Inc,DTEA,1433511000
Red Cat Holdings Inc,RCAT,1011191400
First American Corp,FAF,1275053400
Ezcorp Inc,EZPW,683299800
Coherent Corp,COHR,560179800
Honeywell International Inc,HON,-252322200
Freshworks Inc Cl A,FRSH,1632317400
Sono-Tek Corp,SOTK,925133400
Thryv Holdings Inc,THRY,1524058200
Sanara Medtech Inc,SMTI,765725400
Hippo Holdings Inc,HIPO,1610375400
Vici Properties Inc,VICI,1514903400
Pc-Tel Inc,PCTI,934291800
Newamsterdam Pharma Company N.V.,NAMS,1612881000
Ultragenyx Pharmaceu,RARE,1391178600
Public Service Enterprise Group Inc,PEG,315671400
Cardlytics Inc,CDLX,1518186600
Cnfinance Holdings Ltd ADR,CNF,1541601000
Ellington Financial Llc,EFC,1286544600
Banner Corp,BANR,815236200
M3-Brigade Acquisition III Corp Cl A,MBSC,1639405800
Fabrinet,FN,1277472600
Blueprint Medicines Corp,BPMC,1430400600
Healthcare Triangle Inc,HCTI,1634131800
Shuaa Partners Acquisition Corp I Cl A,SHUA,1650979800
Apple Hospitality REIT Inc,APLE,1431955800
Sellas Life Sciences Group Inc,SLS,1205328600
Dave Inc,DAVE,1619443800
FT S&P Intl Dividend Aristocrats ETF,FID,1377264600
Host Marriott Financial Trust,HST,322151400
The Nft Gaming CO Inc,NFTG,1676471400
International Business Machines,IBM,-252322200
Ultrapar Participacoes S.A. ADR,UGP,939303000
Kaleyra Inc,KLR,1516199400
Lakeshore Acquisition II Corp,LBBB,1649943000
Mge Energy Inc,MGEE,322151400
Coupa Software Inc,COUP,1475760600
Cms Energy Corp,CMS,99153000
Hershey Foods Corp,HSY,322151400
LKQ Corp,LKQ,1065447000
Atkore Inc,ATKR,1465565400
Goosehead Insurance Inc Cl A,GSHD,1524835800
Rising Dividend Achievers ETF FT,RDVY,1389105000
Lixte Biotech Hlds,LIXT,1193319000
Kadem Sustainable Impact Corp Cl A,KSI,1621344600
Alpine Acquisition Corp,REVE,1634909400
Htg Molecular Dia,HTGM,1430919000
Treace Medical Concepts Inc,TMCI,1619184600
American Realty Investors,ARL,388247400
Argo Blockchain Plc ADR,ARBK,1632403800
Build-A-Bear Workshop,BBW,1098970200
Horizon Technology Finance Corp 6.25%,HTFC,1656423000
John Hancock Investors Trust,JHI,322151400
Feutune Light Acquisition Corporation Cl,FLFV,1659965400
Wideopenwest Inc,WOW,1495719000
W&T Offshore,WTI,1106922600
Nuveen Nasdaq 100,QQQX,1170340200
Lazard Growth Acquisition Corp I,LGAC,1617715800
AON Plc,AON,328800600
Electra Battery Materials Corp,ELBM,1610116200
T Stamp Inc,IDAI,1614177000
Lumentum Holdings,LITE,1437658200
N-Able Inc,NABL,1626701400
Organovo Holdings,ONVO,1329229800
Sisecam Resources LP,SIRE,1379079000
Legalzoom.com Inc,LZ,1625059800
Tenon Medical Inc,TNON,1651066200
Edwards Lifesciences Corp,EW,954167400
Cabana Target Leading Sector Moderate,CLSM,1626183000
Babcock & Wilcox Enterprises,BW,1434461400
Crestwood Equity Partners LP,CEQP,996154200
Victory ESG Corporate Bond ETF,UCRD,1633440600
Blue Apron Holdings Inc,APRN,1498743000
RPM International Inc,RPM,322151400
Microsoft Corp,MSFT,511108200
Amerco Inc,UHAL,783959400
Soluna Hldgs Inc,SLNH,929367000
Irsa Inversiones Y Representaciones S.A.,IRS,787933800
Hercules Capital Inc 6.25% Notes Due,HCXY,1538055000
Onespaworld Holdings Ltd,OSW,1510929000
Partners Bancorp,PTRS,932045400
Imv Inc,IMV,1255095000
Dallasnews Corp,DALN,1623159000
F-Star Therapeutics Inc,FSTX,1462541400
Strats Sm Trust For Dominion Resources,GJP,1198765800
GX Agtech & Food Innovation ETF,KROP,1626269400
MGP Ingredients Inc,MGPI,593443800
Essential Utilities Inc,WTRG,322151400
Amicus Therapeutics,FOLD,1180618200
First Western Financial Inc,MYFW,1532007000
Secoo Holding ADR,SECO,1506087000
Central Garden,CENT,711207000
Unitedhealth Group Inc,UNH,466867800
Mp Materials Corp,MP,1592832600
Singular Genomics Systems Inc,OMIC,1622122200
Duos Technologies Group Inc,DUOT,1496151000
Performance Food Group Company,PFGC,1443619800
Oil-Dri Corp of America,ODC,322324200
CCC Intelligent Solutions Hldgs Inc,CCCS,1601904600
Safety Ins Group Inc,SAFT,1037975400
Mimedx Group Inc,MDXG,1202826600
Box Inc,BOX,1422023400
Netflix Inc,NFLX,1022160600
Rollins Inc,ROL,322151400
Topgolf Callaway Brands Corp,MODG,699287400
Alphatime Acquisition Corp,ATMC,1674138600
Bite Acquisition Corp,BITE,1617888600
Alpine 4 Holdings Inc Cl A,ALPP,1484317800
Creative Medical Technology Holdings Inc,CELZ,1446820200
Utah Medical Prod,UTMD,920903400
Cumulus Media Inc Cl A,CMLS,1533648600
Synovus Financial Corp,SNV,621610200
Cinemark Holdings Inc,CNK,1177421400
Live Oak Crestview Climate Acquisition,LOCC,1636986600
Re/Max Holdings Inc,RMAX,1380720600
Perpetua Resources Corp,PPTA,1613658600
Martin Marietta Materials,MLM,761495400
Chewy Inc,CHWY,1560519000
Build Acquisition Corp Cl A,BGSX,1620394200
Nuveen Municipal Credit Opportunities,NMCO,1568727000
Equities For Rising Rates ETF,EQRR,1500989400
Nasdaq Lux Digital Health Solutions ETF,EKG,1648042200
Icc Holdings Inc,ICCH,1490707800
Virtus Diversified Income & Convertible,ACV,1432215000
Sterling Bancorp Inc [Southfield Mi],SBT,1510842600
Immunic Inc,IMUX,1397741400
Mondelez Intl Inc,MDLZ,992439000
Gatos Silver Inc,GATO,1603891800
Applovin Corp Cl A,APP,1618493400
Orrstown Finl Svcs,ORRF,926602200
Rover Group Inc,ROVR,1612189800
Huron Consulting,HURN,1097674200
NN Inc,NNBR,763741800
Renew Energy Global Plc Cl A,RNW,1612189800
Reto Eco-Solutions Inc,RETO,1511965800
Lionheart III Corp Cl A,LION,1639060200
Nuveen Floating Rate Income Opportuntiy,JRO,1091021400
Warburg Pincus Capital Corp IA Cl A,WPCA,1619443800
Stanley Black & Decker Inc,SWK,322151400
Tortoise Power and Energy,TPZ,1248874200
Ftac Zeus Acquisition Corp Cl A,ZING,1641997800
Altenergy Acquisition Corp Cl A,AEAE,1639405800
Great Elm Capital Corp,GECC,1478266200
Scholastic Cp,SCHL,699028200
Argenx Se ADR,ARGX,1495114200
Universal Health Services,UHS,363533400
Keurig Dr Pepper Inc,KDP,1210167000
Synchronoss Technolo,SNCR,1150378200
Aclaris Therapts,ACRS,1444138200
Russell 2000 Vanguard,VTWO,1285162200
Axsome Thera,AXSM,1447943400
Canon Inc ADR,CAJ,322151400
Covenant Logistics Group Inc,CVLG,783351000
Blackrock New York Muni Trust Inc,BNY,996240600
Bath & Body Works Inc,BBWI,386519400
Onewater Marine Inc Cl A,ONEW,1581085800
Titan Pharma,TTNP,821975400
SC Pharmaceuticals Inc,SCPH,1510929000
Abbvie Inc,ABBV,1357137000
Amedisys Inc,AMED,777130200
Hingham Inst For Svg,HIFS,598113000
Cidara Thera,CDTX,1429104600
Mccormick & Company,MKC,99153000
Sarcos Technologies and Robotics Corp,STRC,1632749400
National Storage Affiliates Tru,NSA,1429709400
Aurora Cannabis Inc,ACB,1405431000
S&P Smallcap Industrials Invesco ETF,PSCI,1270647000
NL Industries,NL,322151400
Costamare Inc,CMRE,1288877400
Graniteshares Tsla 1.25X Daily ETF,TSL,1660051800
William Penn Bancorp Inc,WMPN,1208352600
Perimeter Solutions Sa,PRM,1636468200
Newmont Mining Corp,NEM,322151400
Nuveen Muni Value Fund,NUW,1235572200
Future Fintech Group Inc,FTFT,1213191000
Kemper Corp 5.875%,KMPB,1647437400
Alkaline Water Company,WTER,1383748200
Electrameccanica Vehs Corp,SOLO,1533821400
Terran Orbital Corp,LLAP,1619443800
Graham Holdings Company,GHC,99153000
Hyzon Motors Inc,HYZN,1607956200
Advisorshares Fsm All Cap World ETF,DWAW,1577457000
Vista Energy S.A.B. DE C.V. ADR,VIST,1564147800
Msa Safety Inc,MSA,99239400
Anpac Bio-Medical Science ADR,ANPC,1580481000
Evolv Technologies Hldgs Inc,EVLV,1600781400
Verb Technology Company,VERB,1416580200
Ocugen Inc,OCGN,1417617000
Century Communities Inc,CCS,1403098200
Bright Minds Biosciences Inc,DRUG,1616419800
Edison International,EIX,105283800
Nano Dimension ADR,NNDM,1457361000
Dare Bioscience Inc,DARE,1397136600
Mission Produce Inc,AVO,1601645400
Public Storage,PSA,343405800
Truist Financial Corp,TFC,322237800
Cae Inc,CAE,1027949400
Summit Financial Gp,SMMF,947255400
Henry Schein Inc,HSIC,815409000
Onfolio Holdings Inc,ONFO,1661520600
Ni Holdings Inc,NODK,1489671000
Eventbrite Inc,EB,1537450200
EG Acquisition Corp Cl A,EGGF,1626701400
Telos Corp,TLS,1605796200
Dell Technologies Inc,DELL,1471440600
Tech and Energy Transition Corp Cl A,TETC,1621603800
Western Asset Bond Fund,WEA,1017239400
Emerging Markets Domestic Debt Fund,EDD,1177421400
United States Steel Corp,X,671463000
Affiliated Managers Group Inc 4.200%,MGRD,1627047000
New Fortress Energy Llc,NFE,1548945000
Pcb Bancorp,PCB,1533907800
Tortoiseecofin Acquisition III Cl A,TRTL,1631280600
Invesco Agriculture Commodity K-1 ETF,PDBA,1661347800
Yoshitsu Ltd ADR,TKLF,1642516200
Pimco New York Muni,PNF,993648600
Unity Biotechnology Inc,UBX,1525354200
Mountain Crest Acquisition Corp III,MCAE,1624541400
Sealed Air Corp,SEE,322151400
Cabana Target Leading Sector Aggressive,CLSA,1626183000
Pono Capital Corp Cl A,PONO,1634045400
Offerpad Solutions Inc,OPAD,1607697000
Athena Consumer Acquisition Corp Cl A,ACAQ,1676471400
Socket Mobile,SCKT,925133400
New Relic Inc,NEWR,1418394600
Auddia Inc,AUUD,1613572200
Hercules Technology Growth Capital,HTGC,1118323800
Embecta Corp,EMBC,1647955800
Radcom Ltd,RDCM,875194200
Adamis Pharmaceuticl,ADMP,808407000
Scholar Rock Holding Corp,SRRK,1527255000
Calyxt Inc,CLXT,1500557400
Stericycle Inc,SRCL,840807000
Reeds Inc,REED,1178026200
Sumitomo Mitsui Financial Group ADR,SMFG,1138372200
Crowdstrike Holdings Inc,CRWD,1560346200
Tuya Inc ADR,TUYA,1616160600
Macerich Company,MAC,763309800
Adicet Bio Inc,ACET,1516977000
Insteel Industries,IIIN,700842600
Arcus Biosciences Inc,RCUS,1521120600
Triple Flag Precious Metals Corp,TFPM,1661866200
Adverum Biotechnlgs,ADVM,1406813400
Boyd Gaming Corp,BYD,750691800
Vaalco Energy Inc,EGY,728317800
Far Peak Acquisition Corp Cl A,FPAC,1611066600
Sharecare Inc Cl A,SHCR,1606228200
Ideanomics Inc,IDEX,1179927000
Vitesse Energy Inc,VTS,1674225000
GX Cannabis ETF,POTX,1569591000
Summit State Bank,SSBI,1152883800
Advance Auto Parts Inc,AAP,1007044200
Metal Sky Star Acquisition Corp,MSSA,1654003800
Mortgage Backed Securities Vanguard,VMBS,1258986600
U F P Tech Inc,UFPT,756138600
V.F. Corp,VFC,322151400
Avepoint Inc Cl A,AVPT,1572964200
Trex Company,TREX,923578200
Sony Group Corp ADR,SONY,99153000
Hovnanian Enterprises Inc,HOV,431789400
SJW Corp,SJW,76253400
US Foods Holding,USFD,1464269400
Atlis Motor Vehicles Inc Cl A,AMV,1664371800
Microvision,MVIS,841152600
Taboola.com Ltd,TBLA,1625059800
Willis Lease Fin C,WLFC,843053400
Syneos Health Inc,SYNH,1415370600
Ayro Inc,AYRO,1065533400
Iradimed Cp,IRMD,1405517400
Trinity Capital Inc,TRIN,1611930600
Air Products and Chemicals,APD,322151400
Biomea Fusion Inc,BMEA,1618579800
Aenza S.A.A. ADR,AENZ,1374672600
Diamondrock Hospitality Company,DRH,1117114200
Daily Journal Cp,DJCO,518880600
Anheuser-Busch Inbev S.A. ADR,BUD,1246455000
Datasea Inc,DTSS,1520260200
Mettler-Toledo International,MTD,879517800
Sovos Brands Inc,SOVO,1632403800
Spectrum Brands Holdings Inc,SPB,284135400
Forest Road Acquisition Corp II Cl A,FRXB,1620048600
Alpine Immune Sciences Inc,ALPN,1434547800
Sabre Corp,SABR,1397741400
Scynexis Inc,SCYX,1399037400
Vascular Biogen. Ord,VBLT,1412170200
Darling International Inc,DAR,779117400
Wisdomtree US Smallcap Quality Dvid Fund,DGRS,1374759000
Imunon Inc,IMNN,920298600
F.N.B. Corp,FNB,526051800
Erytech Pharma ADR,ERYP,1509024600
Live Oak Bancsh,LOB,1437658200
Bright Scholar Education Holdings Ltd,BEDU,1495114200
Aesther Healthcare Acquisition Corp Cl A,AEHA,1636381800
Embark Technology Inc,EMBK,1636641000
Seagen Inc,SGEN,984148200
Safe-T Group Ltd ADR,SFET,1501680600
Bank of Hawaii Corp,BOH,322151400
FS Credit Opportunities Corp,FSCO,1668436200
Roth Ch Acquisition IV,ROCG,1630675800
Kins Technology Group Inc Cl A,KINZ,1612449000
Liquidia Corp,LQDA,1532611800
Semler Scientific,SMLR,1392993000
Atlas Technical Consultants Inc,ATCX,1549463400
Chemung Financial Cp,CHMG,915460200
Sientra Inc,SIEN,1414589400
Blue Bird Corp,BLBD,1395322200
Interdigital Inc,IDCC,374423400
Nuveen Floating Rate,JFR,1080225000
Euroseas Ltd,ESEA,1146835800
Lottery.com,LTRY,1528896600
Iqiyi Inc ADR,IQ,1522330200
Asia 50 Ishares ETF,AIA,1195569000
Gravity Ltd ADR,GRVY,1107873000
Tejon Ranch Company,TRC,322151400
Soundhound Ai Inc Cl A,SOUN,1651152600
Baudax Bio Inc,BXRX,1573741800
Orange County Bancor,OBT,1066224600
Alaunos Therapeutics Inc,TCRT,1124890200
GX MSCI Superdividend EAFE ETF,EFAS,1481812200
Selecta Biosciences,SELB,1466602200
Opko Health Inc,OPK,815322600
Tuniu Corporatio ADR,TOUR,1399642200
Cloopen Group Holding Ltd ADR,RAAS,1612881000
Scorpio Tankers Inc 7.00% Senior Notes,SBBA,1591363800
Global Self Storage,SELF,855325800
Fedex Corp,FDX,261239400
Insignia Systems,ISIG,677856600
Turning Point Brands,TPB,1462973400
Tronox Inc,TROX,1291213800
Chromadex Corp CS,CDXC,1214400600
GX Clean Water ETF,AQWA,1618234200
Loncar China Biopharma ETF,CHNA,1534339800
Long-Term Govt Bond Vanguard,VGLT,1262615400
Mercury Sys Inc,MRCY,886170600
Nextier Oilfield Solutions Inc,NEX,1484922600
Ritchie Bros. Auctioneers Inc,RBA,889540200
Integrated Wellness Acquisition Cl A,WEL,1642516200
Porch Group Inc,PRCH,1578925800
Ses Ai Corp,SES,1614609000
U.S. Physical Therapy,USPH,707146200
Caci International,CACI,322151400
Vivint Smart Home Inc,VVNT,1513002600
Copa Holdings S.A.,CPA,1134657000
The Carlyle Group,CG,1336051800
Biora Therapeutics Inc,BIOR,1592573400
Jiayin Group Inc ADR,JFIN,1557495000
Home Point Capital Inc,HMPT,1611930600
Emergent Biosolutions,EBS,1163601000
Blackrock California Muni Trust,BFZ,996240600
Brilliant Acquisition Corp,BRLI,1595424600
Bridgeline Digital,BLIN,1183123800
Nuveen Preferred and Convertible,JPC,1049121000
Vasta Platform Ltd Cl A,VSTA,1596202200
Beard Energy Transition Acquisition Corp,BRD,1642170600
Automatic Data Procs,ADP,322151400
Wahed Dow Jones Islamic World ETF,UMMA,1641565800
Aviat Networks Inc,AVNW,548429400
Morgan Stanley,MS,730477800
Navitas Semiconductor Corp,NVTS,1634736600
New York Mtge Trust,NYMT,1090848600
Brookfield Infrastructure Partners LP Cl,BIPC,1585661400
Sndl Inc,SNDL,1564666200
Lianbio ADR,LIAN,1635773400
Cargurus Inc Cl A,CARG,1507815000
Cambridge Bancorp,CATC,915546600
VOYA Global Equity Dividend and Premium,IGD,1112106600
Atreca Inc Cl A,BCEL,1561037400
Lakeland Bancorp Inc,LBAI,915460200
Nokia Corp ADR,NOK,757607400
United States Cellular Corp,UZE,1608042600
Clearwater Analytics Holdings Inc Cl A,CWAN,1632490200
Corner Growth Acquisition Corp Cl A,COOL,1613745000
TCP Capital Corp,TCPC,1333546200
Veeco Instrument,VECO,786119400
Interlink Electronics Inc,LINK,1009981800
Muscle Maker Inc,GRIL,1581604200
Western Asset Short-Duration Income ETF,WINC,1549636200
Thunder Bridge Capital Partners IV Inc,THCP,1631280600
Point Biopharma Global Inc,PNT,1594215000
Krystal Biotech Inc,KRYS,1505914200
Fidus Investment Cor,FDUS,1308663000
Liberty Latin America Cl A,LILA,1435843800
Motorola Solutions,MSI,-252322200
Summit Materials Inc,SUM,1426167000
Anika Therapeutics,ANIK,736435800
Springwater Special Situations Corp,SWSS,1632403800
Imac Holdings Inc,BACK,1550068200
Federal Agricultural Mortgage Corp,AGM,760890600
Chemed Inc,CHE,105283800
Logitech Int S.A.,LOGI,859473000
Pimco Income Strategy Fund,PFL,1061991000
European Equity Fund,EEA,522077400
Zivo Bioscience,ZIVO,1071498600
Snow Lake Resources Ltd,LITM,1637332200
Verde Clean Fuels Inc,VGAS,1633354200
Midcap Financial Investment Corp,MFIC,1081258200
Ishares ESG MSCI EM Leaders ETF,LDEM,1581517800
White Mountains Insurance Group,WTM,498922200
Dover Corp,DOV,322151400
U.S. Auto Parts Netw,PRTS,1171031400
Riverfront Dyn Emerging Markets ETF FT,RFEM,1465997400
Nexa Resources S.A.,NEXA,1509111000
Colonnade Acquisition Corp II Cl A,CLAA,1619789400
Waste Management,WM,582989400
Barrett Business S,BBSI,739805400
Kidpik Corp,PIK,1636641000
Monolithic Power Sys,MPWR,1100874600
Pepsico Inc,PEP,76253400
Wisa Technologies Inc,WISA,1532698200
Gelesis Holdings Inc,GLS,1598275800
Eneti Inc,NETI,1386858600
Dario Health Corp,DRIO,1457962200
Stantec Inc,STN,1123248600
Sunshine Biopharma,SBFM,1644935400
Petros Pharmaceuticals Inc,PTPI,1606919400
Creative Media & Community Trust Corp,CMCT,756138600
Cactus Acquisition Corp 1 Cl A,CCTS,1641220200
Midcap US Equity Select ETF FT,RNMC,1498138200
Ftac Athena Acquisition Corp Cl A,FTAA,1619616600
Zentek Ltd,ZTEK,1333373400
MFS Special Value Trust,MFV,627316200
Cogent Comm Hlds,CCOI,1012919400
Douyu International Holdings Ltd ADR,DOYU,1563370200
Assurant Inc 5.25% Subordinated Notes,AIZN,1606314600
Brc Inc Cl A,BRCC,1644503400
Mckesson Corp,MCK,784477800
Cyclacel Pharmaceuti,CYCC,1079447400
High Yield Equity Dividend Achievers,PEY,1102602600
Skyline Corp,SKY,105283800
Clearwater Paper Corp,CLW,1228487400
Miller/Howard High Income Eqty,HIE,1417012200
Model N Inc,MODN,1363786200
John Wiley Sons Cl B,WLYB,400858200
Peapack Gladstone FI,PGC,925219800
Alpha Star Acquisition Corp,ALSA,1642689000
Tpg Pace Beneficial II Corp Cl A,YTPG,1618407000
Dream Finders Homes Inc Cl A,DFH,1611239400
Sirius XM Holdings,SIRI,779463000
Hainan Manaslu Acquisition Corp,HMAC,1662989400
Immersion Corp,IMMR,942417000
Elevance Health Inc,ELV,1004452200
Vistra Energy Corp,VST,1475674200
